RACE_HISP,SEX,YEAR,TOTAL_DEATHS,DTH_0,DTH_1,DTH_2,DTH_3,DTH_4,DTH_5,DTH_6,DTH_7,DTH_8,DTH_9,DTH_10,DTH_11,DTH_12,DTH_13,DTH_14,DTH_15,DTH_16,DTH_17,DTH_18,DTH_19,DTH_20,DTH_21,DTH_22,DTH_23,DTH_24,DTH_25,DTH_26,DTH_27,DTH_28,DTH_29,DTH_30,DTH_31,DTH_32,DTH_33,DTH_34,DTH_35,DTH_36,DTH_37,DTH_38,DTH_39,DTH_40,DTH_41,DTH_42,DTH_43,DTH_44,DTH_45,DTH_46,DTH_47,DTH_48,DTH_49,DTH_50,DTH_51,DTH_52,DTH_53,DTH_54,DTH_55,DTH_56,DTH_57,DTH_58,DTH_59,DTH_60,DTH_61,DTH_62,DTH_63,DTH_64,DTH_65,DTH_66,DTH_67,DTH_68,DTH_69,DTH_70,DTH_71,DTH_72,DTH_73,DTH_74,DTH_75,DTH_76,DTH_77,DTH_78,DTH_79,DTH_80,DTH_81,DTH_82,DTH_83,DTH_84,DTH_85
0,2,2026,1460371,10813,728,422,361,290,262,231,194,185,182,181,187,205,249,294,328,381,457,511,581,608,676,709,741,817,861,913,957,1003,1065,1126,1222,1299,1399,1519,1639,1704,1788,1869,2038,2225,2384,2577,2880,3120,3435,3652,3807,4079,4286,4624,4966,5312,5852,6586,7285,7665,7953,8508,9300,10471,11830,13063,14299,15802,17533,18981,20412,22197,23796,25507,27309,28840,30422,32207,34313,36497,39063,43249,41922,39263,41838,45456,46787,45392,592431
0,2,2027,1482583,10711,729,419,359,291,247,222,197,182,182,182,187,208,248,287,339,373,437,502,565,616,658,705,739,797,834,901,950,988,1045,1100,1186,1262,1357,1470,1600,1724,1821,1898,2030,2182,2374,2562,2809,3080,3365,3677,3890,4077,4295,4546,4868,5242,5573,6169,6954,7701,8091,8411,9020,9870,11161,12686,14032,15401,17026,18857,20426,21969,23893,25625,27488,29463,31092,32770,34647,36850,39184,41927,46379,45447,41751,44529,48294,49504,602878
0,2,2028,1506677,10631,722,417,360,290,245,222,193,183,182,182,187,206,249,290,349,382,439,487,556,596,665,692,727,799,824,870,933,979,1041,1079,1155,1224,1324,1428,1535,1694,1847,1936,2049,2167,2333,2554,2789,3022,3326,3607,3918,4171,4285,4566,4805,5150,5511,5869,6503,7344,8135,8568,8930,9580,10534,11971,13644,15133,16616,18335,20313,21995,23651,25744,27632,29677,31789,33516,35269,37243,39594,42081,44985,50343,48369,44465,47330,51122,618024
0,2,2029,1532073,10530,725,419,361,290,245,220,194,185,179,179,178,202,246,290,338,392,452,486,536,587,652,683,728,788,815,862,917,964,1034,1064,1137,1195,1284,1390,1492,1622,1801,1958,2098,2183,2320,2512,2764,2992,3248,3572,3830,4193,4407,4559,4812,5067,5413,5797,6197,6876,7745,8616,9087,9465,10229,11300,12875,14697,16329,17900,19772,21896,23707,25523,27789,29856,32019,34274,36098,37941,40044,42559,45188,48889,53609,51527,47280,50129,635270
0,2,2030,1559101,10446,707,407,361,289,245,219,195,173,167,167,180,203,247,286,338,382,452,487,536,567,642,688,719,769,803,846,894,936,1023,1060,1121,1182,1254,1343,1457,1577,1740,1912,2118,2246,2339,2497,2728,2985,3218,3483,3786,4120,4421,4673,4806,5092,5329,5705,6123,6558,7266,8207,9145,9647,10117,10961,12168,13893,15884,17621,19331,21326,23595,25580,27553,30033,32238,34549,36946,38863,40828,43064,45721,49166,52069,57135,54825,50092,652031
0,2,2031,1587820,10372,708,406,359,288,244,217,196,173,169,168,180,205,236,290,333,381,455,498,542,567,618,663,705,771,801,835,885,927,993,1057,1128,1161,1238,1315,1414,1538,1696,1853,2082,2261,2392,2526,2716,2918,3216,3458,3705,4065,4334,4691,4934,5082,5348,5633,6019,6476,6932,7702,8721,9707,10301,10861,11827,13149,15031,17152,19033,20857,23013,25507,27661,29803,32468,34821,37284,39796,41853,43945,46307,49826,52387,55525,60822,58132,668956
0,2,2032,1617546,10299,707,405,359,288,244,219,197,175,170,169,169,201,233,274,338,377,448,496,545,567,620,647,687,761,786,832,888,916,968,1027,1116,1159,1220,1295,1384,1496,1655,1788,2002,2210,2411,2580,2749,2911,3154,3442,3680,3977,4299,4600,4941,5209,5352,5653,5941,6390,6855,7344,8179,9253,10356,11063,11705,12779,14230,16236,18535,20558,22521,24874,27586,29944,32244,35100,37583,40188,42894,45065,47279,50537,53113,55879,59123,64504,694393
0,2,2033,1648312,10249,708,408,359,288,242,219,196,169,170,170,170,188,235,273,321,381,438,482,550,576,619,638,666,750,789,824,876,905,971,1005,1083,1142,1212,1281,1360,1464,1595,1748,1954,2150,2354,2606,2805,2948,3133,3380,3663,3950,4194,4554,4846,5247,5476,5641,5968,6294,6748,7266,7808,8682,9881,11128,11951,12666,13847,15378,17565,20033,22207,24368,26936,29882,32414,34864,37911,40548,43335,46222,48532,51670,53904,56667,59518,62713,726785
0,2,2034,1679782,10189,706,407,359,288,243,220,192,171,171,171,170,188,236,275,323,365,441,488,537,580,635,653,673,726,765,813,866,904,959,993,1059,1111,1206,1277,1350,1439,1560,1693,1893,2079,2288,2550,2837,2998,3168,3369,3597,3943,4169,4459,4816,5138,5512,5800,5967,6326,6669,7159,7721,8284,9265,10615,12010,12924,13739,14989,16656,18991,21667,24046,26405,29199,32370,35064,37687,40905,43746,46735,49798,53107,55133,57535,60384,63151,757517
0,2,2035,1711790,10137,710,406,358,284,243,219,192,170,170,171,168,189,234,277,325,366,440,487,538,570,627,657,673,726,739,801,867,896,947,995,1049,1099,1164,1267,1345,1410,1541,1647,1845,2030,2215,2460,2780,3030,3246,3399,3578,3875,4146,4422,4708,5091,5407,5824,6117,6328,6699,7072,7606,8195,8849,9961,11472,13010,14030,14867,16247,18036,20563,23483,26071,28649,31654,35045,37912,40696,44154,47202,50389,54564,56679,58876,61322,64094,788788
0,2,2036,1742259,10109,710,406,355,271,244,216,195,171,168,168,168,190,235,276,325,367,429,476,529,571,628,658,682,724,734,768,834,880,943,978,1044,1081,1150,1222,1326,1406,1517,1623,1802,1955,2144,2376,2678,2966,3256,3459,3604,3837,4068,4390,4664,4973,5350,5705,6142,6489,6697,7093,7498,8062,8739,9505,10755,12411,14129,15175,16116,17572,19502,22264,25438,28267,31044,34261,37878,40936,43945,47660,50883,55230,58224,60512,62742,65090,819996
0,2,2037,1772492,10066,712,407,345,272,242,217,195,172,170,169,168,189,234,261,324,348,420,466,523,552,624,643,672,729,737,771,811,868,934,969,1030,1064,1133,1190,1283,1387,1507,1602,1760,1914,2084,2300,2591,2861,3184,3495,3691,3871,4049,4319,4641,4926,5227,5653,6038,6524,6850,7079,7528,7944,8605,9388,10268,11653,13478,15275,16451,17444,19024,21137,24141,27612,30656,33604,37059,40933,44216,47445,51413,55851,58962,62190,64525,66630,851597
0,2,2038,1802269,10042,702,408,346,273,240,215,193,172,169,170,170,190,220,255,305,347,419,457,526,557,616,646,673,729,749,770,801,835,899,948,1016,1054,1125,1176,1252,1339,1495,1586,1737,1869,2018,2238,2516,2773,3082,3405,3711,3959,4084,4302,4558,4901,5185,5532,5969,6404,6893,7273,7520,7970,8475,9241,10147,11122,12656,14608,16587,17835,18894,20620,22936,26204,29958,33208,36379,40058,44237,47774,51222,56506,59657,63005,66327,68536,884093
0,2,2039,1830974,10022,705,406,346,273,241,218,184,169,169,171,171,189,215,255,306,348,408,459,506,537,606,627,655,716,738,775,811,818,881,929,1003,1041,1108,1157,1237,1307,1433,1568,1731,1844,1977,2173,2430,2700,2974,3303,3623,3986,4166,4325,4524,4821,5163,5474,5830,6337,6775,7304,7708,7967,8507,9108,10001,11008,12097,13719,15851,17978,19325,20505,22400,24907,28449,32472,35971,39356,43326,47835,51611,56367,60380,63767,67209,70467,917515
0,2,2040,1858642,9982,698,410,348,276,245,207,185,171,170,170,167,182,215,256,306,348,399,450,508,538,592,625,659,710,733,771,822,837,871,900,985,1035,1091,1138,1215,1292,1397,1507,1686,1823,1953,2130,2362,2603,2887,3187,3507,3895,4196,4411,4572,4798,5068,5458,5794,6188,6711,7164,7754,8160,8499,9143,9858,10845,11995,13129,14898,17202,19489,20996,22287,24343,27064,30851,35180,38941,42600,46888,51714,56861,60259,64565,68050,71427,951840
0,2,2041,1884864,9966,700,414,340,268,232,204,180,169,171,170,167,170,217,257,302,328,401,441,505,536,590,619,640,697,723,752,809,836,871,888,955,999,1075,1129,1202,1278,1379,1472,1642,1800,1933,2109,2323,2537,2800,3101,3390,3759,4107,4453,4648,4832,5043,5356,5775,6141,6565,7104,7616,8209,8713,9141,9905,10706,11817,13006,14268,16183,18671,21182,22814,24237,26465,29368,33458,38091,42180,46125,50722,57063,60823,64464,68939,72350,985878
0,2,2042,1909629,9942,701,415,342,268,226,198,183,171,172,173,162,170,211,253,304,329,401,428,487,517,573,607,637,694,721,757,798,841,885,902,939,968,1050,1114,1180,1254,1360,1458,1606,1750,1903,2082,2298,2492,2721,3006,3298,3638,3961,4361,4695,4937,5088,5340,5662,6130,6519,6956,7536,8060,8760,9367,9901,10756,11680,12834,14154,15518,17569,20301,23046,24843,26374,28747,31867,36258,41302,45696,49937,56031,61044,65083,68838,73316,1019577
0,2,2043,1932625,9900,706,407,344,270,224,197,184,171,169,169,149,167,211,240,282,327,387,432,486,515,575,599,618,682,705,736,790,820,875,901,954,970,1023,1093,1174,1255,1338,1440,1592,1695,1858,2041,2273,2450,2676,2912,3182,3543,3841,4210,4587,4975,5184,5384,5644,6020,6493,6916,7365,7981,8606,9431,10159,10771,11743,12687,13981,15395,16851,19115,22085,25095,27042,28668,31208,34559,39324,44775,49495,55240,59977,65355,69534,73257,1052965
0,2,2044,1952949,9879,705,395,345,268,225,199,186,173,168,169,150,168,214,236,282,326,380,414,483,504,563,583,617,674,700,736,779,803,857,892,958,970,1007,1054,1148,1239,1328,1417,1577,1677,1796,1991,2234,2428,2635,2861,3109,3421,3726,4079,4428,4874,5235,5495,5701,5997,6374,6876,7330,7810,8519,9266,10222,11045,11753,12781,13824,15208,16737,18339,20815,24077,27339,29401,31143,33857,37507,42663,48537,54833,59149,64234,69842,74007,1084003
0,2,2045,1971073,9854,710,396,347,272,228,202,177,165,162,162,151,168,215,236,280,307,382,409,464,491,553,582,595,673,685,715,773,803,859,886,941,969,1021,1033,1114,1200,1310,1410,1535,1660,1781,1929,2162,2390,2612,2820,3040,3346,3596,3965,4292,4696,5125,5534,5824,6064,6356,6757,7296,7759,8341,9174,10053,11135,12072,12796,13935,15064,16541,18229,19983,22699,26240,29748,31965,33808,36778,40717,46268,53815,58736,63371,68674,74371,1114121
0,2,2046,1986961,9822,710,398,349,272,228,200,177,163,163,162,148,169,214,236,282,306,377,407,462,489,540,558,594,655,676,717,760,784,839,868,937,959,1027,1041,1088,1171,1266,1391,1523,1641,1742,1913,2116,2308,2575,2799,2997,3280,3519,3833,4175,4560,4951,5416,5878,6174,6419,6728,7180,7731,8276,8982,9958,10962,12164,13148,13970,15181,16386,18035,19879,21813,24760,28555,32349,34725,36740,39954,44195,51372,57672,62950,67794,73152,1142926
0,2,2047,2002168,9779,702,401,351,274,229,199,180,153,153,151,148,169,205,234,284,308,365,403,461,471,525,562,588,653,664,692,751,781,838,867,923,953,1009,1059,1094,1148,1251,1350,1506,1630,1723,1880,2088,2245,2494,2765,2980,3231,3456,3736,4038,4439,4796,5255,5751,6237,6545,6821,7163,7593,8256,8921,9757,10859,11998,13269,14369,15220,16532,17877,19676,21697,23799,26959,31082,35164,37767,39953,43395,49125,55065,61833,67356,72234,1170305
0,2,2048,2013454,9750,701,401,353,264,226,199,177,153,154,153,149,170,194,236,284,305,361,396,440,467,527,550,571,630,655,692,736,760,819,849,902,933,992,1043,1097,1155,1235,1311,1464,1600,1715,1858,2069,2233,2424,2674,2936,3197,3388,3665,3937,4293,4671,5084,5559,6118,6618,6963,7214,7574,8121,8911,9705,10651,11904,13083,14505,15663,16590,18051,19521,21492,23695,25934,29359,33804,38273,41085,43410,48301,52697,59057,66177,71800,1193421
0,2,2049,2022268,9708,696,398,350,263,227,201,180,153,153,154,150,169,194,222,264,307,358,387,440,469,514,537,568,627,641,674,729,760,810,835,896,922,988,1025,1101,1155,1238,1293,1423,1547,1684,1850,2026,2197,2394,2612,2833,3159,3376,3597,3874,4177,4525,4952,5388,5917,6494,7019,7372,7647,8091,8753,9676,10596,11673,12995,14305,15828,17073,18116,19706,21350,23487,25835,28265,31959,36818,41667,44684,48396,51831,56527,63221,70565,1214032
0,2,2050,2029007,9668,698,401,337,263,230,202,180,153,150,150,150,161,195,218,264,288,358,385,438,450,505,536,549,615,638,669,716,737,796,826,882,914,974,1007,1083,1156,1248,1301,1402,1505,1627,1807,2014,2153,2367,2581,2767,3068,3317,3588,3806,4108,4404,4791,5254,5745,6289,6894,7438,7796,8171,8713,9518,10573,11609,12749,14215,15625,17263,18659,19799,21574,23333,25625,28177,30777,34822,40102,45336,49867,51956,55638,60545,67432,1231717
0,2,2051,2034807,9627,696,403,338,264,230,203,179,157,152,150,150,150,197,219,265,289,350,374,419,447,503,526,546,605,618,645,708,736,786,812,873,894,954,1003,1063,1147,1228,1304,1411,1489,1587,1760,1985,2148,2344,2544,2737,2986,3224,3527,3796,4041,4337,4683,5094,5590,6108,6665,7319,7881,8343,8813,9510,10417,11625,12716,13971,15560,17077,18894,20427,21684,23604,25494,27977,30721,33578,37972,43685,50681,53589,55814,59638,64623,1244928
0,2,2052,2038672,9579,699,403,340,258,231,204,179,156,151,152,150,150,199,216,266,286,342,364,421,450,494,516,547,601,615,644,689,715,775,804,860,892,956,983,1051,1120,1208,1289,1424,1498,1568,1718,1932,2110,2314,2506,2703,2956,3155,3436,3738,4034,4271,4612,4975,5436,5953,6481,7080,7738,8445,9011,9603,10404,11450,12713,13953,15294,17014,18695,20695,22379,23755,25804,27835,30523,33534,36646,41397,48904,54469,57590,59847,63685,1253434
0,2,2053,2040689,9526,695,405,334,258,230,205,181,154,152,152,149,151,200,218,268,287,340,364,415,425,481,509,522,581,604,625,680,713,765,789,837,870,929,971,1045,1103,1185,1266,1404,1511,1581,1681,1882,2058,2281,2497,2680,2918,3106,3346,3620,3978,4246,4550,4891,5304,5777,6318,6894,7504,8273,9123,9836,10532,11450,12542,13962,15267,16729,18637,20487,22703,24530,25984,28204,30393,33334,36627,39973,46384,52575,58558,61766,63924,1259285
0,2,2054,2041345,9481,698,402,331,256,230,203,182,155,155,155,150,153,196,217,269,289,341,366,407,428,482,495,521,578,592,620,680,691,749,777,836,870,922,964,1020,1098,1188,1262,1386,1491,1591,1695,1842,1993,2224,2465,2658,2877,3070,3317,3550,3857,4192,4527,4830,5237,5639,6136,6703,7297,8016,8952,9948,10770,11588,12539,13771,15305,16704,18343,20443,22492,24891,26843,28421,30799,33208,36432,39980,44852,49902,56535,62835,66003,1263787
0,2,2055,2040452,9431,696,403,332,256,231,192,182,155,156,155,141,148,196,218,245,272,332,356,403,429,473,490,513,566,588,619,657,686,746,762,817,847,908,940,1009,1081,1171,1247,1369,1472,1573,1705,1860,1970,2162,2384,2626,2849,3032,3282,3501,3774,4077,4470,4802,5152,5556,6001,6517,7105,7802,8668,9757,10889,11863,12719,13784,15117,16758,18326,20134,22436,24677,27252,29380,31057,33693,36322,39786,44904,48262,53668,60676,67160,1269074
0,2,2056,2038355,9390,697,404,333,257,218,192,180,156,155,156,133,150,197,220,248,270,321,346,402,431,462,491,500,556,576,597,653,667,721,752,813,844,895,940,1002,1057,1143,1230,1367,1451,1555,1690,1880,1995,2138,2315,2546,2817,3010,3238,3469,3738,3989,4342,4751,5133,5490,5910,6379,6895,7606,8436,9460,10720,12017,13023,13984,15132,16558,18392,20120,22122,24643,27034,29834,32123,33982,36863,39693,44740,48342,51931,57611,64877,1274259
0,2,2057,2035353,9344,689,405,333,257,209,183,181,156,156,157,134,154,180,201,250,271,322,347,400,412,462,482,503,553,566,596,641,663,722,739,792,822,883,916,974,1049,1120,1204,1348,1431,1539,1673,1866,1990,2147,2298,2470,2743,2976,3201,3433,3686,3944,4242,4620,5084,5453,5831,6271,6749,7388,8216,9202,10382,11818,13187,14318,15347,16570,18176,20198,22133,24295,27002,29606,32636,35177,37213,40307,44691,48185,52050,55762,61616,1276455
0,2,2058,2031773,9292,678,406,332,258,211,185,184,158,158,157,134,153,179,199,252,272,323,349,388,409,461,472,491,541,561,569,630,660,698,726,789,806,857,902,978,1034,1124,1182,1323,1408,1520,1654,1823,1978,2167,2304,2444,2664,2893,3168,3389,3641,3901,4200,4522,4923,5405,5796,6192,6641,7216,7991,8986,10117,11470,12987,14514,15730,16826,18218,19981,22207,24323,26648,29607,32417,35767,38537,40708,45443,48156,51891,55909,59653,1274357
0,2,2059,2027903,9239,679,404,333,258,211,186,182,157,155,155,134,152,180,201,253,274,324,335,383,411,456,471,481,533,541,571,627,635,694,712,764,794,859,891,948,1010,1095,1179,1305,1389,1497,1635,1807,1963,2130,2329,2461,2643,2813,3083,3350,3618,3856,4147,4482,4824,5242,5749,6160,6565,7112,7807,8740,9885,11172,12605,14293,15952,17257,18496,20036,21985,24436,26691,29230,32436,35555,39204,42183,45952,48981,51870,55761,59825,1269524
0,2,2060,2024338,9202,679,384,331,255,210,186,184,159,155,155,134,153,183,201,249,271,311,329,382,389,444,463,479,534,543,572,610,637,670,698,760,777,833,865,921,1008,1069,1156,1281,1367,1475,1613,1786,1920,2114,2291,2467,2656,2776,3003,3266,3569,3814,4092,4430,4785,5143,5586,6096,6519,7018,7701,8547,9610,10933,12293,13896,15729,17518,18983,20348,22067,24200,26834,29286,32030,35579,38998,42950,47676,49552,52793,55760,59693,1264754
