RACE_HISP,SEX,YEAR,TOTAL_DEATHS,DTH_0,DTH_1,DTH_2,DTH_3,DTH_4,DTH_5,DTH_6,DTH_7,DTH_8,DTH_9,DTH_10,DTH_11,DTH_12,DTH_13,DTH_14,DTH_15,DTH_16,DTH_17,DTH_18,DTH_19,DTH_20,DTH_21,DTH_22,DTH_23,DTH_24,DTH_25,DTH_26,DTH_27,DTH_28,DTH_29,DTH_30,DTH_31,DTH_32,DTH_33,DTH_34,DTH_35,DTH_36,DTH_37,DTH_38,DTH_39,DTH_40,DTH_41,DTH_42,DTH_43,DTH_44,DTH_45,DTH_46,DTH_47,DTH_48,DTH_49,DTH_50,DTH_51,DTH_52,DTH_53,DTH_54,DTH_55,DTH_56,DTH_57,DTH_58,DTH_59,DTH_60,DTH_61,DTH_62,DTH_63,DTH_64,DTH_65,DTH_66,DTH_67,DTH_68,DTH_69,DTH_70,DTH_71,DTH_72,DTH_73,DTH_74,DTH_75,DTH_76,DTH_77,DTH_78,DTH_79,DTH_80,DTH_81,DTH_82,DTH_83,DTH_84,DTH_85
0,1,2022,1452078,14058,869,519,439,386,313,280,239,215,212,216,232,294,408,540,713,917,1135,1369,1578,1781,1993,2105,2168,2226,2279,2323,2396,2470,2550,2643,2690,2685,2635,2666,2757,2890,2978,3155,3383,3607,3916,4171,4356,4689,5016,5511,6025,6510,7347,8440,9511,10145,10588,11358,12387,13914,15464,16666,17770,19111,20737,22016,23225,24838,26115,27508,28846,29771,30849,32128,33760,35527,37608,41268,39431,35827,37783,40555,41144,39322,38872,39161,39504,39144,374932
0,1,2023,1473678,13925,868,513,437,383,314,282,240,217,214,215,239,294,387,532,716,902,1118,1334,1542,1731,1909,2059,2142,2182,2225,2226,2298,2365,2454,2544,2622,2703,2687,2690,2732,2833,2964,3123,3312,3561,3811,4175,4469,4684,5017,5394,5925,6451,6982,7845,8992,10119,10776,11252,12039,13103,14645,16250,17482,18656,20089,21855,23300,24603,26274,27634,29102,30497,31496,32676,34051,35780,37624,39786,43614,41627,37762,39731,42518,43177,40845,40298,40419,40506,382313
0,1,2024,1496130,13797,846,514,439,369,319,268,242,216,216,215,247,303,389,504,680,901,1103,1311,1522,1705,1845,1971,2095,2142,2165,2172,2199,2265,2347,2455,2540,2635,2689,2727,2742,2810,2908,3112,3278,3492,3762,4055,4463,4809,5016,5403,5806,6333,6926,7471,8381,9577,10761,11463,11923,12728,13791,15391,17045,18338,19634,21199,23139,24689,26055,27827,29257,30783,32294,33374,34652,36114,37920,39836,42070,46070,43917,39740,41681,44667,44888,42374,41622,41478,390713
0,1,2025,1519519,13654,842,510,437,368,316,270,237,218,218,217,248,306,395,505,662,861,1079,1297,1492,1669,1812,1910,1997,2097,2141,2136,2148,2186,2250,2361,2433,2559,2639,2749,2799,2814,2883,3054,3279,3454,3679,4012,4364,4817,5143,5393,5814,6218,6811,7405,7967,8927,10192,11466,12159,12620,13410,14513,16138,17898,19320,20722,22448,24534,26165,27598,29476,30976,32611,34238,35414,36781,38293,40158,42133,44465,48635,46249,41717,43825,46459,46591,43791,42733,399739
0,1,2026,1543799,13532,829,497,431,369,317,267,241,220,216,218,241,296,407,516,654,832,1041,1264,1472,1645,1795,1877,1936,2009,2094,2093,2103,2115,2158,2249,2343,2465,2544,2678,2810,2860,2900,3034,3219,3460,3646,3922,4301,4697,5150,5543,5812,6226,6675,7287,7912,8492,9512,10852,12173,12885,13312,14115,15231,16964,18852,20390,21953,23827,26028,27744,29264,31231,32835,34600,36356,37617,39029,40587,42503,44555,46957,51245,48597,43908,45612,48255,48187,44995,409718
0,1,2027,1569089,13390,821,499,417,370,303,270,243,221,216,219,241,294,393,513,666,816,1005,1220,1440,1618,1759,1848,1908,1955,2012,2046,2076,2071,2102,2168,2252,2360,2449,2598,2739,2883,2962,3048,3194,3386,3653,3897,4214,4642,5033,5563,5975,6215,6699,7137,7778,8439,9049,10128,11544,12899,13589,14015,14816,16007,17872,19912,21631,23340,25299,27629,29443,31039,33140,34864,36760,38639,39939,41385,42986,44973,47076,49513,53884,51204,45724,47398,49939,49549,421668
0,1,2028,1595099,13261,805,489,416,365,304,270,243,220,216,221,243,298,389,506,661,816,988,1178,1388,1580,1729,1807,1884,1919,1949,1959,2029,2043,2058,2117,2157,2271,2366,2496,2662,2818,2966,3103,3201,3365,3577,3889,4200,4531,4978,5422,5992,6396,6698,7173,7633,8294,9002,9659,10782,12238,13630,14316,14722,15575,16879,18887,21140,22997,24778,26873,29330,31238,32942,35206,37074,39094,41038,42371,43858,45510,47555,49670,52085,56827,53362,47543,49075,51375,437929
0,1,2029,1621789,13117,799,489,417,368,295,263,237,212,209,221,232,291,388,499,664,839,995,1160,1335,1530,1698,1780,1842,1883,1915,1895,1951,2005,2035,2077,2109,2195,2255,2410,2571,2735,2896,3118,3259,3391,3559,3813,4192,4517,4870,5371,5866,6421,6885,7172,7655,8141,8855,9601,10297,11447,12923,14349,15034,15484,16428,17845,20062,22487,24451,26346,28555,31145,33189,35030,37465,39444,41549,43567,44921,46462,48144,50195,52283,54980,59262,55531,49256,50523,455637
0,1,2030,1649098,13013,796,488,413,352,293,263,237,199,199,205,230,290,393,490,644,822,997,1168,1313,1470,1638,1760,1820,1850,1886,1869,1887,1924,1990,2050,2065,2142,2182,2313,2464,2625,2813,3068,3274,3437,3574,3780,4103,4503,4846,5266,5804,6278,6915,7379,7664,8179,8690,9456,10231,10929,12101,13631,15084,15830,16334,17383,18982,21369,23938,26013,28016,30357,33118,35314,37309,39885,41955,44134,46221,47623,49198,50869,52871,55234,57367,61695,57576,50741,472021
0,1,2031,1677569,12906,782,474,415,341,297,259,220,201,200,199,230,279,368,491,639,803,992,1180,1327,1454,1583,1689,1781,1820,1848,1834,1855,1858,1910,2007,2036,2096,2134,2237,2367,2537,2710,2964,3229,3457,3644,3821,4095,4435,4857,5246,5695,6222,6774,7405,7893,8193,8738,9311,10102,10886,11580,12774,14340,15884,16723,17322,18512,20224,22766,25488,27706,29827,32313,35292,37644,39762,42474,44605,46873,49044,50473,52040,53647,55940,57683,59774,64031,59370,488132
0,1,2032,1706271,12810,768,473,394,345,296,261,221,198,199,200,226,281,370,474,626,799,976,1153,1339,1464,1560,1622,1708,1791,1836,1812,1826,1829,1850,1931,1997,2072,2089,2183,2291,2442,2625,2876,3127,3408,3669,3899,4118,4412,4783,5248,5682,6110,6715,7259,7931,8433,8764,9357,9942,10760,11536,12225,13451,15111,16791,17737,18452,19749,21572,24262,27160,29509,31776,34459,37651,40146,42369,45192,47411,49762,52012,53419,54919,56818,58446,60132,62054,66065,512255
0,1,2033,1734913,12713,761,465,391,343,291,261,222,199,197,200,226,271,373,475,627,779,960,1140,1301,1463,1566,1607,1661,1725,1797,1781,1783,1803,1815,1867,1913,2033,2059,2136,2237,2370,2528,2764,3035,3310,3602,3914,4212,4461,4769,5174,5689,6103,6587,7207,7762,8483,9036,9379,10014,10596,11395,12195,12883,14174,15988,17825,18909,19693,21072,23014,25879,28957,31455,33909,36793,40173,42815,45112,48041,50350,52811,55079,56420,58221,59403,60967,62455,64051,542438
0,1,2034,1763089,12638,751,466,393,344,291,248,221,200,198,202,222,273,363,471,611,781,938,1121,1285,1438,1574,1609,1627,1660,1725,1741,1770,1772,1803,1851,1870,1954,2022,2116,2200,2300,2433,2666,2921,3196,3492,3845,4228,4553,4795,5148,5599,6094,6567,7072,7721,8311,9093,9695,10042,10674,11230,12048,12836,13582,14995,16960,19011,20203,21042,22514,24564,27597,30883,33581,36219,39287,42866,45589,47970,51059,53470,55956,58195,59853,60900,61993,63350,64489,569653
0,1,2035,1790902,12561,739,469,394,342,293,249,223,200,196,201,223,274,353,456,605,760,921,1100,1267,1424,1559,1621,1649,1646,1679,1687,1732,1741,1756,1813,1835,1904,1952,2071,2177,2255,2381,2585,2819,3078,3378,3743,4168,4578,4894,5204,5597,6012,6592,7064,7564,8252,8904,9755,10365,10726,11323,11886,12689,13546,14372,15925,18110,20314,21573,22485,24043,26215,29470,32991,35893,38700,41946,45686,48530,51026,54251,56686,59155,61802,62645,63594,64457,65443,596160
0,1,2036,1816348,12506,743,455,390,343,282,249,224,202,197,202,223,274,349,452,590,738,915,1081,1245,1404,1525,1588,1641,1645,1643,1623,1657,1710,1727,1775,1799,1868,1886,1990,2133,2233,2337,2520,2724,2971,3260,3618,4040,4506,4927,5311,5631,5985,6480,7069,7550,8106,8842,9544,10451,11060,11361,11964,12515,13395,14334,15250,16995,19356,21709,23072,24020,25673,28007,31478,35274,38368,41320,44696,48609,51592,54204,57521,59921,62830,64664,65403,66107,66580,621691
0,1,2037,1840838,12455,732,454,391,331,278,247,222,201,198,202,225,256,350,445,582,739,899,1058,1226,1373,1503,1566,1623,1659,1660,1593,1614,1648,1704,1762,1777,1841,1852,1925,2051,2188,2310,2473,2664,2874,3131,3493,3903,4374,4856,5357,5737,6035,6452,6956,7568,8086,8679,9498,10243,11147,11744,12022,12614,13196,14168,15224,16292,18182,20706,23219,24662,25663,27428,29936,33667,37716,40977,44043,47582,51711,54833,57494,60847,63702,65779,67544,68024,68331,646866
0,1,2038,1863983,12414,723,448,381,333,277,247,225,197,198,198,210,257,343,444,583,717,879,1039,1204,1348,1482,1544,1592,1618,1647,1601,1577,1580,1630,1719,1744,1796,1824,1917,1981,2117,2265,2440,2624,2809,3046,3361,3779,4234,4717,5258,5787,6150,6516,6924,7449,8110,8663,9330,10183,10938,11828,12416,12672,13307,13972,15051,16258,17443,19458,22158,24842,26368,27432,29341,32037,36018,40303,43701,46918,50644,54990,58206,60867,64732,66738,68738,70285,70345,672298
0,1,2039,1885776,12366,725,449,374,322,282,246,218,197,197,198,209,251,327,433,562,715,868,1015,1181,1325,1451,1504,1563,1600,1633,1599,1591,1564,1588,1654,1700,1777,1794,1874,1972,2055,2182,2399,2584,2752,2969,3251,3643,4092,4556,5108,5706,6213,6651,6994,7428,7979,8699,9323,10009,10880,11621,12531,13099,13375,14093,14859,16089,17424,18673,20844,23720,26578,28221,29366,31427,34296,38514,43008,46569,49958,53899,58404,61656,64808,67845,69773,71556,72708,698065
0,1,2040,1905980,12321,715,452,371,325,273,246,219,196,196,196,201,247,325,427,558,695,847,1003,1157,1300,1425,1483,1543,1579,1593,1570,1578,1556,1551,1602,1654,1744,1768,1832,1931,2030,2118,2315,2532,2730,2936,3179,3530,3950,4414,4952,5533,6107,6707,7133,7497,7966,8572,9347,10004,10715,11570,12309,13213,13827,14178,15001,15896,17244,18676,20009,22323,25391,28458,30227,31475,33663,36683,41110,45847,49624,53198,57281,61903,65713,67974,70989,72672,74065,724515
0,1,2041,1924516,12275,707,449,373,326,275,250,223,198,196,198,201,247,324,422,537,696,827,992,1135,1277,1395,1464,1501,1541,1575,1540,1560,1567,1562,1581,1586,1687,1738,1821,1891,1991,2081,2249,2443,2683,2891,3135,3451,3823,4253,4784,5363,5947,6598,7202,7645,8047,8541,9231,10052,10715,11391,12254,12982,13960,14658,15094,16054,17052,18509,20038,21466,23905,27205,30495,32412,33733,36029,39192,43843,48873,52867,56578,60741,66043,68949,71144,73975,75253,750559
0,1,2042,1941111,12232,702,441,376,328,275,241,223,199,194,198,201,248,323,406,538,672,804,970,1109,1252,1373,1438,1478,1515,1538,1511,1519,1536,1549,1577,1568,1626,1668,1778,1877,1944,2047,2216,2377,2573,2842,3094,3390,3735,4133,4613,5202,5759,6420,7085,7722,8219,8644,9213,9921,10759,11402,12067,12936,13714,14792,15618,16155,17239,18302,19861,21493,22996,25630,29171,32732,34757,36140,38506,41821,46760,52099,56240,60032,64863,69339,72205,74174,76648,776028
0,1,2043,1956130,12188,701,442,373,325,272,239,223,199,195,201,203,248,316,405,533,670,804,943,1084,1228,1347,1393,1456,1494,1510,1489,1499,1504,1534,1585,1567,1599,1623,1725,1834,1923,2024,2174,2348,2506,2730,3035,3356,3673,4042,4473,5019,5582,6223,6902,7604,8297,8834,9307,9912,10636,11459,12089,12739,13675,14547,15762,16729,17351,18511,19654,21328,23052,24674,27512,31323,35128,37246,38643,41116,44621,49870,55466,59722,64161,68148,72651,75318,76894,801190
0,1,2044,1968875,12139,689,432,377,327,278,241,224,200,197,199,204,233,301,404,510,646,781,922,1062,1204,1320,1367,1431,1449,1481,1454,1477,1483,1496,1546,1571,1600,1585,1660,1760,1894,1990,2133,2308,2475,2659,2932,3289,3641,3978,4398,4871,5390,6038,6693,7417,8173,8928,9534,10039,10637,11321,12148,12761,13462,14508,15499,16910,17977,18656,19896,21129,22886,24737,26489,29561,33636,37660,39850,41280,43899,47616,53122,58918,63881,67443,71436,75821,78113,824593
0,1,2045,1979843,12098,683,436,358,314,267,243,214,190,189,187,199,227,304,397,508,643,771,906,1033,1180,1283,1343,1387,1423,1458,1427,1436,1461,1468,1525,1549,1604,1598,1643,1715,1815,1947,2109,2266,2439,2634,2843,3177,3579,3943,4316,4794,5227,5819,6490,7171,7966,8793,9623,10269,10778,11335,12015,12849,13493,14304,15471,16642,18188,19343,20071,21399,22675,24591,26592,28487,31753,36063,40295,42583,44092,46875,50761,56476,63077,67183,70744,74606,78677,847538
0,1,2046,1988994,12059,683,437,361,321,268,243,219,191,191,190,200,228,304,383,498,618,756,892,1012,1153,1262,1317,1356,1396,1422,1396,1409,1416,1445,1503,1507,1581,1593,1632,1675,1769,1886,2082,2237,2403,2573,2815,3096,3448,3883,4289,4710,5128,5663,6269,6961,7730,8582,9510,10386,11037,11477,12039,12698,13578,14338,15263,16621,17915,19561,20802,21596,22977,24375,26430,28596,30617,34070,38626,43085,45518,47118,50003,53991,60513,66376,70509,73909,77460,869359
0,1,2047,1996890,11999,674,436,358,310,265,231,216,192,193,194,203,229,301,382,487,622,729,867,1006,1126,1235,1290,1333,1372,1390,1371,1383,1394,1423,1464,1481,1548,1565,1645,1688,1733,1823,2009,2194,2374,2532,2781,3048,3384,3739,4211,4664,5047,5566,6099,6726,7503,8335,9275,10270,11176,11768,12199,12715,13440,14442,15306,16394,17900,19289,21075,22403,23215,24723,26232,28446,30752,32874,36497,41314,46074,48662,50291,53212,57908,63702,69690,73701,76777,888798
0,1,2048,2002472,11938,674,439,361,309,258,233,204,181,180,180,201,229,294,386,486,595,732,841,982,1102,1207,1264,1304,1346,1365,1347,1356,1370,1377,1435,1462,1519,1545,1596,1701,1747,1786,1937,2126,2333,2506,2722,3015,3333,3637,4070,4603,5002,5467,5987,6541,7249,8081,9019,10011,11038,11924,12498,12904,13469,14285,15421,16444,17659,19281,20802,22694,24108,24985,26623,28252,30615,33052,35243,39054,44205,49286,51971,53565,57129,61000,66916,72878,76599,905401
0,1,2049,2006425,11876,666,426,363,311,260,231,208,181,181,181,192,228,298,373,477,597,705,845,958,1077,1179,1237,1282,1298,1335,1302,1330,1342,1349,1414,1442,1496,1506,1581,1659,1734,1801,1908,2065,2246,2465,2690,2952,3281,3597,3973,4446,4947,5426,5890,6420,7057,7811,8759,9744,10778,11800,12683,13234,13651,14309,15264,16583,17734,19046,20799,22424,24425,25963,26919,28689,30418,32905,35443,37728,41811,47301,52672,55388,57557,60211,64112,70002,75776,920202
0,1,2050,2009096,11809,657,421,360,312,260,232,208,182,178,181,189,228,286,363,466,574,698,823,934,1053,1152,1213,1255,1271,1310,1277,1289,1313,1325,1383,1399,1472,1475,1559,1641,1720,1794,1918,2029,2173,2380,2649,2924,3217,3557,3931,4342,4779,5349,5845,6336,6932,7610,8467,9471,10489,11529,12538,13410,14009,14523,15294,16423,17889,19150,20561,22444,24155,26341,27985,29021,30907,32718,35309,37956,40414,44766,50575,56170,59569,60701,63322,67113,72812,932832
0,1,2051,2011744,11761,655,421,365,313,261,233,208,183,178,182,181,215,282,360,469,573,686,798,914,1025,1128,1184,1225,1241,1281,1249,1262,1286,1297,1360,1367,1449,1453,1537,1618,1698,1774,1919,2027,2138,2308,2564,2874,3197,3508,3879,4288,4655,5182,5769,6293,6833,7489,8249,9180,10230,11226,12272,13290,14223,14920,15555,16483,17753,19334,20698,22224,24219,26076,28440,30220,31303,33279,35143,37868,40715,43323,47923,54001,60485,62903,63907,66362,69882,941463
0,1,2052,2013362,11687,647,420,342,312,261,235,208,184,181,183,183,217,283,363,469,564,674,796,914,1014,1116,1159,1198,1219,1256,1223,1233,1259,1271,1332,1339,1411,1429,1512,1569,1651,1756,1887,2050,2166,2271,2490,2786,3163,3462,3822,4239,4619,5071,5589,6215,6806,7395,8122,8975,9921,10946,11970,13014,14106,15158,15974,16764,17823,19211,20910,22377,23987,26157,28163,30724,32608,33732,35766,37709,40633,43670,46401,51197,58203,63902,66250,66993,69131,945764
0,1,2053,2013896,11640,635,423,343,302,257,234,210,185,182,186,185,213,288,358,448,553,664,777,888,999,1095,1135,1170,1189,1224,1195,1208,1236,1242,1304,1314,1387,1406,1464,1551,1636,1710,1872,2005,2162,2284,2456,2700,3046,3429,3781,4183,4569,5013,5461,6030,6715,7356,8035,8830,9683,10622,11662,12697,13800,15025,16220,17233,18145,19287,20776,22621,24180,25931,28269,30461,33166,35138,36269,38390,40479,43608,46803,49590,55219,61517,67332,69495,69836,948079
0,1,2054,2013989,11561,635,419,339,302,259,235,210,183,182,183,185,211,287,342,445,552,651,776,864,978,1069,1111,1148,1170,1197,1165,1192,1206,1213,1281,1285,1360,1380,1441,1524,1609,1689,1826,1986,2140,2299,2465,2666,2968,3309,3751,4160,4518,4971,5411,5892,6526,7267,8004,8743,9552,10380,11332,12374,13476,14716,16098,17517,18643,19634,20885,22509,24457,26147,28032,30589,32900,35767,37810,38942,41237,43459,46759,50050,53539,58389,64848,70654,72478,950075
0,1,2055,2013590,11504,624,419,341,293,261,234,212,185,185,184,187,211,277,343,451,531,645,753,868,956,1048,1089,1120,1159,1173,1137,1163,1175,1185,1250,1257,1333,1354,1414,1499,1583,1667,1803,1954,2105,2259,2468,2681,2933,3225,3622,4102,4458,4904,5363,5847,6366,7064,7912,8719,9458,10239,11083,12020,13148,14363,15781,17387,18959,20205,21276,22624,24329,26471,28283,30347,33057,35499,38499,40619,41846,44294,46628,50022,54083,56641,61579,68082,73712,954001
0,1,2056,2012927,11430,614,409,341,289,250,237,211,186,185,184,188,213,266,346,425,531,645,741,845,941,1036,1064,1100,1133,1147,1129,1135,1144,1155,1223,1233,1305,1325,1388,1475,1560,1639,1787,1921,2075,2219,2430,2689,2956,3196,3515,3983,4402,4859,5288,5785,6316,6900,7679,8606,9422,10136,10933,11763,12770,14028,15417,17040,18833,20561,21889,23058,24481,26339,28660,30622,32823,35686,38232,41374,43652,44982,47556,49923,54097,57244,59770,64673,71055,958634
0,1,2057,2012455,11373,611,397,343,292,253,227,211,185,186,186,186,212,269,343,429,535,619,733,823,934,1025,1063,1076,1107,1118,1099,1110,1122,1128,1193,1204,1275,1296,1360,1447,1525,1590,1744,1901,2039,2200,2416,2652,2967,3198,3489,3865,4272,4806,5241,5710,6260,6858,7511,8364,9337,10115,10827,11611,12487,13628,15044,16654,18486,20429,22299,23741,24949,26521,28526,31045,33139,35445,38448,41092,44490,46943,48313,50941,54026,57293,60435,62802,67532,960279
0,1,2058,2012402,11307,613,398,343,293,253,227,212,187,186,185,186,214,267,337,429,513,625,709,825,910,1003,1038,1074,1086,1097,1069,1081,1092,1102,1168,1195,1259,1267,1331,1422,1482,1565,1713,1850,2010,2157,2370,2620,2932,3218,3496,3828,4157,4657,5183,5661,6192,6783,7479,8196,9070,10029,10806,11509,12348,13341,14636,16272,18080,20047,22162,24193,25723,27047,28736,30925,33607,35810,38209,41358,44220,47880,50450,51789,55175,57241,60508,63527,65603,958049
0,1,2059,2012941,11241,599,396,343,294,239,228,211,187,187,187,186,211,267,323,433,512,597,715,805,892,983,1018,1050,1061,1081,1049,1058,1064,1095,1137,1163,1231,1239,1301,1395,1454,1539,1690,1832,1971,2135,2327,2596,2901,3185,3520,3855,4128,4524,5047,5586,6144,6711,7403,8140,8894,9745,10715,11475,12230,13176,14337,15839,17677,19637,21772,24056,26213,27876,29321,31158,33506,36328,38614,41111,44525,47607,51476,54104,56142,58501,60491,63632,66397,953720
0,1,2060,2014452,11184,590,397,320,294,238,227,213,188,189,187,187,211,270,323,404,514,603,692,800,891,967,993,1027,1038,1071,1022,1030,1040,1068,1107,1139,1202,1211,1273,1365,1427,1513,1664,1807,1948,2087,2304,2551,2855,3144,3492,3865,4155,4484,4898,5447,6066,6667,7320,8070,8841,9570,10420,11387,12211,13068,14166,15516,17220,19198,21326,23648,26080,28432,30229,31802,33765,36229,39177,41574,44273,47961,51228,55243,58697,59538,61849,63648,66541,950376
0,2,2012,1255198,11611,706,395,359,310,266,236,201,194,192,193,217,248,285,343,408,491,589,664,749,846,924,959,980,1018,1055,1116,1150,1202,1277,1335,1426,1474,1490,1575,1657,1766,1935,2100,2364,2734,3094,3331,3532,3865,4302,4902,5548,6113,6592,7174,7806,8313,8740,9304,9761,10254,10773,11232,11723,12362,13144,13997,15015,16657,16176,15049,16230,17804,18576,18355,18920,19746,20795,21817,22863,24475,25460,26646,28889,31259,33922,36111,38243,40931,506357
0,2,2013,1268077,11660,726,397,354,307,266,237,202,193,192,192,212,237,280,344,405,469,563,655,732,806,898,965,996,1027,1053,1091,1146,1200,1252,1326,1390,1475,1538,1570,1657,1743,1888,2065,2246,2544,2932,3333,3590,3817,4155,4596,5205,5911,6433,6955,7529,8201,8690,9137,9735,10226,10781,11381,11892,12448,13132,14009,14934,16012,17742,17228,16028,17274,18983,19817,19601,20209,21085,22195,23258,24319,26012,27034,28272,30702,33021,35878,38127,40204,517555
0,2,2014,1280700,11633,733,407,354,302,264,242,203,195,193,192,199,232,277,345,403,464,554,621,703,785,870,936,1000,1051,1062,1085,1127,1195,1247,1281,1378,1452,1550,1614,1658,1749,1862,2017,2219,2415,2724,3163,3595,3864,4091,4441,4889,5555,6230,6798,7304,7923,8582,9092,9569,10202,10756,11378,12061,12621,13236,14012,14931,15931,17053,18896,18350,17077,18439,20266,21173,20955,21591,22520,23673,24761,25867,27645,28712,30095,32453,34947,37897,40099,527214
0,2,2015,1293110,11599,739,416,351,288,261,226,205,198,192,193,201,228,272,330,388,464,532,611,687,755,841,910,973,1059,1085,1097,1118,1169,1242,1276,1349,1442,1511,1618,1697,1744,1865,1978,2183,2373,2581,2946,3419,3864,4154,4382,4731,5217,5857,6570,7141,7692,8291,8988,9533,10035,10727,11367,12056,12801,13424,14130,14942,15952,16993,18191,20153,19581,18239,19694,21667,22649,22399,23074,24031,25224,26358,27515,29370,30601,31822,34352,36932,39877,535922
0,2,2016,1305372,11559,740,408,362,295,246,218,202,186,183,181,197,228,270,323,391,452,536,598,666,724,810,877,950,1031,1092,1123,1132,1166,1217,1275,1343,1398,1501,1590,1696,1799,1872,1984,2130,2339,2554,2794,3174,3677,4159,4450,4651,5041,5493,6185,6908,7527,8049,8695,9411,10005,10560,11340,12032,12786,13611,14331,15088,15962,17021,18125,19407,21512,20913,19492,21073,23203,24240,23951,24643,25621,26876,28062,29257,31357,32374,33701,36316,38876,543579
0,2,2017,1317752,11502,738,411,364,304,252,220,196,180,184,183,194,229,271,321,382,455,522,596,648,715,794,849,915,1006,1062,1129,1155,1178,1217,1252,1341,1392,1471,1581,1675,1801,1919,1996,2141,2286,2498,2750,3014,3432,3943,4460,4733,4964,5314,5804,6490,7290,7876,8444,9107,9890,10526,11161,12005,12775,13610,14531,15304,16122,17058,18177,19341,20722,23003,22384,20863,22572,24838,25938,25605,26297,27314,28628,29862,31277,33184,34303,35638,38246,549432
0,2,2018,1330349,11451,745,413,365,307,262,226,196,178,178,181,194,226,255,317,365,430,524,584,647,699,768,816,882,966,1023,1113,1184,1205,1230,1246,1304,1391,1453,1532,1648,1755,1921,2039,2133,2302,2465,2697,2977,3253,3688,4234,4746,5054,5236,5619,6116,6842,7617,8255,8860,9568,10412,11118,11824,12740,13580,14530,15533,16374,17251,18226,19425,20680,22171,24621,23975,22374,24182,26603,27739,27337,28056,29119,30496,31964,33124,35184,36293,37547,553990
0,2,2019,1343296,11405,750,413,363,305,259,235,192,178,176,179,196,212,251,306,369,427,510,588,639,693,751,803,850,937,989,1070,1154,1217,1257,1262,1303,1369,1448,1524,1618,1747,1878,2047,2190,2301,2464,2660,2920,3209,3500,3950,4494,5058,5314,5541,5910,6452,7166,8006,8670,9311,10080,10992,11775,12549,13561,14518,15539,16625,17524,18440,19504,20781,22134,23754,26397,25729,23988,25925,28475,29637,29188,29926,31039,32693,33871,35129,37239,38258,557040
0,2,2020,1356900,11334,752,415,365,306,261,237,197,183,177,177,189,211,254,304,367,428,496,562,638,685,747,787,824,904,966,1034,1113,1189,1272,1295,1317,1349,1424,1509,1611,1697,1869,2007,2199,2363,2461,2661,2872,3151,3452,3754,4195,4815,5337,5634,5837,6240,6751,7529,8399,9122,9797,10653,11657,12511,13351,14500,15541,16657,17815,18756,19739,20874,22248,23726,25471,28332,27606,25723,27755,30442,31671,31167,31923,33312,34652,35939,37200,39269,560389
0,2,2021,1371294,11255,737,416,365,307,263,235,198,189,182,177,187,209,255,305,355,409,491,553,611,672,734,765,816,873,935,1005,1075,1147,1240,1303,1349,1368,1422,1486,1591,1698,1825,1978,2155,2374,2526,2651,2894,3103,3382,3694,3990,4488,5065,5646,5917,6150,6529,7094,7920,8844,9605,10364,11311,12373,13318,14286,15523,16662,17856,19079,20105,21147,22379,23860,25471,27364,30434,29625,27576,29705,32555,33843,33270,34322,35338,36795,38086,39252,564387
0,2,2022,1386632,11168,738,418,369,308,264,236,200,189,188,183,177,206,251,304,357,412,482,541,601,656,722,771,798,872,911,966,1045,1110,1199,1272,1358,1396,1431,1486,1573,1692,1816,1943,2148,2331,2529,2720,2880,3114,3330,3631,3930,4272,4739,5361,5940,6256,6440,6876,7455,8330,9328,10156,10996,11998,13192,14234,15297,16661,17884,19136,20454,21553,22685,24015,25632,27370,29417,32668,31782,29531,31783,34820,36163,35827,36414,37535,39002,40199,568009
0,2,2023,1403018,11087,737,412,366,310,265,238,198,189,186,186,182,207,245,286,358,413,479,538,590,640,711,757,791,855,894,940,1009,1075,1159,1231,1335,1410,1465,1505,1569,1655,1800,1924,2100,2304,2482,2726,2949,3101,3340,3569,3867,4210,4501,5010,5644,6269,6565,6784,7227,7847,8779,9869,10784,11677,12770,14101,15283,16431,17890,19175,20546,21955,23129,24360,25813,27575,29437,31595,35078,34060,31620,34023,37228,38995,38036,38697,39803,41188,572429
0,2,2024,1420658,10989,728,421,373,303,258,234,194,183,181,179,185,212,235,287,348,401,485,529,594,637,688,731,793,850,882,924,973,1036,1128,1196,1294,1382,1475,1529,1576,1656,1767,1914,2079,2248,2450,2675,2969,3173,3333,3580,3800,4129,4436,4775,5279,5964,6581,6902,7127,7618,8278,9300,10449,11449,12445,13683,15138,16405,17668,19209,20593,22041,23576,24868,26205,27793,29666,31636,33931,37603,36494,33869,36393,40199,41420,40438,41061,42055,577925
0,2,2025,1439774,10897,730,421,373,294,260,230,193,184,181,181,185,204,243,285,330,395,469,529,579,623,688,719,761,848,875,923,972,1007,1093,1165,1256,1338,1446,1549,1618,1663,1764,1888,2072,2231,2400,2649,2906,3184,3417,3568,3808,4067,4364,4707,5018,5577,6262,6925,7257,7523,8031,8762,9858,11104,12195,13313,14697,16280,17650,18988,20643,22126,23698,25360,26764,28235,29919,31908,33998,36397,40336,39125,36260,39355,42723,44054,42915,43402,584384
